,match_id,match_date,kick_off,home_score,away_score,match_status,last_updated,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_group,home_team.country.id,home_team.country.name,home_team.managers,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_group,away_team.country.id,away_team.country.name,away_team.managers,metadata.data_version,metadata.shot_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name,metadata.xy_fidelity_version
20,9642,2017-10-14,20:45:00.000,1,1,available,2020-07-29T05:00,8,11,Spain,La Liga,1,2017/2018,212,Atlético Madrid,male,,214,Spain,"[{'id': 230, 'name': 'Diego Pablo Simeone', 'nickname': 'Diego Simeone', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,4654.0,Estadio Wanda Metropolitano,214.0,Spain,180.0,Antonio Mateu,214.0,Spain,
21,9774,2018-01-28,20:45:00.000,2,1,available,2020-07-29T05:00,21,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",206,Deportivo Alavés,male,,214,Spain,"[{'id': 187, 'name': 'Abelardo Fernández Antuña', 'nickname': 'Abelardo', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,218.0,Ignacio Iglesias,112.0,Italy,
22,9602,2017-09-16,16:15:00.000,1,2,available,2020-07-29T05:00,4,11,Spain,La Liga,1,2017/2018,216,Getafe,male,,214,Spain,"[{'id': 228, 'name': 'José Bordalás Jiménez', 'nickname': 'José Bordalás', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,354.0,Coliseum Alfonso Pérez,214.0,Spain,222.0,David Fernández,112.0,Italy,
23,9948,2018-05-20,20:45:00.000,1,0,available,2020-07-29T05:00,38,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",210,Real Sociedad,male,,214,Spain,"[{'id': 85, 'name': 'Imanol Alguacil Barrenetxea', 'nickname': 'Imanol Alguacil', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,224.0,José Munuera,112.0,Italy,
24,9581,2017-08-26,18:15:00.000,0,2,available,2020-07-29T05:00,2,11,Spain,La Liga,1,2017/2018,206,Deportivo Alavés,male,,214,Spain,"[{'id': 511, 'name': 'Luis Francisco Zubeldía', 'nickname': 'Luis Zubeldía', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,348.0,Estadio de Mendizorroza,214.0,Spain,223.0,Carlos Del Cerro,112.0,Italy,
25,9742,2018-01-07,16:15:00.000,3,0,available,2020-07-29T05:00,18,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",221,Levante,male,,214,Spain,"[{'id': 2, 'name': 'Juan Ramón López Muñiz', 'nickname': 'Juan Muñiz', 'dob': '1968-11-02', 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,223.0,Carlos Del Cerro,112.0,Italy,
26,9855,2018-03-18,16:15:00.000,2,0,available,2020-07-29T05:00,29,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",215,Athletic Bilbao,male,,214,Spain,"[{'id': 210, 'name': 'José Ángel Ziganda Lacunza', 'nickname': 'José Ángel Ziganda', 'dob': '1966-10-01', 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,217.0,Santiago Jaime,112.0,Italy,
27,9682,2017-11-18,16:15:00.000,0,3,available,2020-07-29T05:00,12,11,Spain,La Liga,1,2017/2018,205,Leganés,male,,214,Spain,"[{'id': 84, 'name': 'Asier Garitano Aguirrezábal', 'nickname': 'Asier Garitano', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,355.0,Estadio Municipal de Butarque,214.0,Spain,221.0,Alberto Undiano,112.0,Italy,
28,9661,2017-10-28,20:45:00.000,0,2,available,2020-07-29T05:00,10,11,Spain,La Liga,1,2017/2018,215,Athletic Bilbao,male,,214,Spain,"[{'id': 210, 'name': 'José Ángel Ziganda Lacunza', 'nickname': 'José Ángel Ziganda', 'dob': '1966-10-01', 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,345.0,San Mamés Barria,214.0,Spain,207.0,Juan Martínez,112.0,Italy,
29,9726,2017-12-17,20:45:00.000,4,0,available,2020-07-29T05:00,16,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",219,Deportivo La Coruna,male,,214,Spain,"[{'id': 235, 'name': 'Cristóbal Parralo Aguilera', 'nickname': 'Cristóbal Parralo', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.0.2,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,180.0,Antonio Mateu,214.0,Spain,
30,9754,2018-01-14,20:45:00.000,2,4,available,2020-07-29T05:00,19,11,Spain,La Liga,1,2017/2018,210,Real Sociedad,male,,214,Spain,"[{'id': 229, 'name': 'Eusebio Sacristán Mena', 'nickname': 'Eusebio Sacristán', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,5043.0,Reale Arena,214.0,Spain,211.0,José González,112.0,Italy,
31,9575,2017-08-20,20:15:00.000,2,0,available,2020-07-29T05:00,1,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",218,Real Betis,male,,214,Spain,"[{'id': 238, 'name': 'Enrique Setién Solar', 'nickname': 'Quique Setién', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,210.0,Daniel Trujillo,112.0,Italy,
32,9765,2018-01-21,20:45:00.000,0,5,available,2020-07-29T05:00,20,11,Spain,La Liga,1,2017/2018,218,Real Betis,male,,214,Spain,"[{'id': 620, 'name': 'Eder Sarabia Armesto', 'nickname': 'Eder Sarabia', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,352.0,Estadio Benito Villamarín,214.0,Spain,217.0,Santiago Jaime,112.0,Italy,
33,9889,2018-04-17,21:00:00.000,2,2,available,2020-07-29T05:00,33,11,Spain,La Liga,1,2017/2018,209,Celta Vigo,male,,214,Spain,"[{'id': 208, 'name': 'Juan Carlos Unzué Labiano', 'nickname': 'Juan Carlos Unzué', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,653.0,Abanca-Balaídos,214.0,Spain,222.0,David Fernández,112.0,Italy,
34,9928,2018-05-09,20:00:00.000,5,1,available,2020-07-29T05:00,34,11,Spain,La Liga,1,2017/2018,217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",222,Villarreal,male,,214,Spain,"[{'id': 182, 'name': 'Javier Calleja Revilla', 'nickname': 'Javi Calleja', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,220.0,José Sánchez,112.0,Italy,
35,9736,2017-12-23,13:00:00.000,0,3,available,2020-07-29T05:00,17,11,Spain,La Liga,1,2017/2018,220,Real Madrid,male,,214,Spain,"[{'id': 56, 'name': 'Zinédine Zidane', 'nickname': None, 'dob': None, 'country': {'id': 78, 'name': 'France'}}]",217,Barcelona,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,353.0,Estadio Santiago Bernabéu,214.0,Spain,220.0,José Sánchez,112.0,Italy,
0,267212,2016-09-17,13:00:00.000,1,5,available,2020-07-29T05:00,4,11,Spain,La Liga,2,2016/2017,205,Leganés,male,,214,Spain,"[{'id': 84, 'name': 'Asier Garitano Aguirrezábal', 'nickname': 'Asier Garitano', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,355.0,Estadio Municipal de Butarque,214.0,Spain,215.0,Ricardo De Burgos,112.0,Italy,2
1,266669,2016-09-10,20:30:00.000,1,2,available,2020-07-29T05:00,3,11,Spain,La Liga,2,2016/2017,217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",206,Deportivo Alavés,male,,214,Spain,"[{'id': 681, 'name': 'Mauricio Pellegrino', 'nickname': None, 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",1.1.0,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,209.0,Mario Melero,112.0,Italy,2
2,266892,2016-08-28,20:15:00.000,0,1,available,2020-07-29T05:00,2,11,Spain,La Liga,2,2016/2017,215,Athletic Bilbao,male,,214,Spain,"[{'id': 227, 'name': 'Ernesto Valverde Tejedor', 'nickname': 'Ernesto Valverde', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,345.0,San Mamés Barria,214.0,Spain,180.0,Antonio Mateu,214.0,Spain,2
3,267220,2016-09-21,22:00:00.000,1,1,available,2020-07-29T05:00,5,11,Spain,La Liga,2,2016/2017,217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",212,Atlético Madrid,male,,214,Spain,"[{'id': 230, 'name': 'Diego Pablo Simeone', 'nickname': 'Diego Simeone', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",1.1.0,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,222.0,David Fernández,112.0,Italy,2
4,266989,2016-11-06,20:45:00.000,1,2,available,2020-07-29T05:00,11,11,Spain,La Liga,2,2016/2017,213,Sevilla,male,,214,Spain,"[{'id': 637, 'name': 'Jorge Luis Sampaoli Moya', 'nickname': 'Jorge Sampaoli', 'dob': None, 'country': {'id': 11, 'name': 'Argentina'}}]",217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,349.0,Estadio Ramón Sánchez Pizjuán,214.0,Spain,217.0,Santiago Jaime,112.0,Italy,2
5,267670,2016-08-20,18:15:00.000,6,2,available,2020-07-29T05:00,1,11,Spain,La Liga,2,2016/2017,217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",218,Real Betis,male,,214,Spain,"[{'id': 125, 'name': 'Gustavo Augusto Poyet Domínguez', 'nickname': 'Gus Poyet', 'dob': '1967-11-15', 'country': {'id': 242, 'name': 'Uruguay'}}]",1.1.0,2,1,Regular Season,342.0,Camp Nou,214.0,Spain,221.0,Alberto Undiano,112.0,Italy,2
6,266516,2017-01-29,12:00:00.000,1,1,available,2020-07-29T05:00,20,11,Spain,La Liga,2,2016/2017,218,Real Betis,male,,214,Spain,"[{'id': 3157, 'name': 'Víctor Sánchez del Amo', 'nickname': 'Víctor Sánchez', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",217,Barcelona,male,,214,Spain,"[{'id': 793, 'name': 'Luis Enrique Martínez García', 'nickname': 'Luis Enrique', 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]",1.1.0,2,1,Regular Season,352.0,Estadio Benito Villamarín,214.0,Spain,208.0,Alejandro Hernández,112.0,Italy,2
